Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
7.290477991104126	0	-0.43710944	0.084276035	-0.28531253	-0.62254745	21.0	0.0	-0.020814737	-0.020814737	-0.020814737	-0.020814737	1008	1008
9.485221147537231	1	-0.4092544	0.08912	-0.21993938	-0.6060788	21.0	0.0	-0.019488305	-0.019488305	-0.019488305	-0.019488305	1008	2016
10.296103954315186	2	-0.42483115	0.080613434	-0.22337538	-0.5957445	21.0	0.0	-0.020230057	-0.020230057	-0.020230057	-0.020230057	1008	3024
11.010998964309692	3	-0.42141056	0.08963948	-0.28455845	-0.6270058	21.0	0.0	-0.02006717	-0.02006717	-0.02006717	-0.02006717	1008	4032
11.771068811416626	4	-0.42625216	0.07679642	-0.25802663	-0.6215927	21.0	0.0	-0.020297723	-0.020297723	-0.020297723	-0.020297723	1008	5040
12.521202802658081	5	-0.41817918	0.08131153	-0.1739301	-0.57695055	21.0	0.0	-0.019913295	-0.019913295	-0.019913295	-0.019913295	1008	6048
13.17431092262268	6	-0.44570753	0.096907996	-0.24083053	-0.6794223	21.0	0.0	-0.021224167	-0.021224167	-0.021224167	-0.021224167	1008	7056
13.869324922561646	7	-0.42054248	0.08653623	-0.23346223	-0.6106883	21.0	0.0	-0.020025833	-0.020025833	-0.020025833	-0.020025833	1008	8064
14.60324501991272	8	-0.43615934	0.08941884	-0.25620422	-0.5951201	21.0	0.0	-0.02076949	-0.02076949	-0.02076949	-0.02076949	1008	9072
15.428854942321777	9	-0.42401925	0.10002873	-0.27576667	-0.6922388	21.0	0.0	-0.020191392	-0.020191392	-0.020191392	-0.020191392	1008	10080
16.05068302154541	10	-0.4899497	0.102723055	-0.2908226	-0.7226594	21.0	0.0	-0.023330936	-0.023330936	-0.023330936	-0.023330936	1008	11088
16.720441102981567	11	-0.46091986	0.12149026	-0.1591102	-0.8408582	21.0	0.0	-0.021948565	-0.021948565	-0.021948565	-0.021948565	1008	12096
17.351035833358765	12	-0.45220685	0.10697159	-0.23090526	-0.71838784	21.0	0.0	-0.021533659	-0.021533659	-0.021533659	-0.021533659	1008	13104
18.03319001197815	13	-0.5091303	0.106140964	-0.27393505	-0.8312937	21.0	0.0	-0.024244303	-0.024244303	-0.024244303	-0.024244303	1008	14112
18.679186820983887	14	-0.51333195	0.11321528	-0.27042988	-0.91086686	21.0	0.0	-0.024444379	-0.024444379	-0.024444379	-0.024444379	1008	15120
19.388317823410034	15	-0.5366471	0.14950979	-0.2818043	-0.93189365	21.0	0.0	-0.025554623	-0.025554623	-0.025554623	-0.025554623	1008	16128
20.17514395713806	16	-0.5376106	0.12134099	-0.25026888	-0.95850736	21.0	0.0	-0.025600508	-0.025600508	-0.025600508	-0.025600508	1008	17136
20.918709993362427	17	-0.5234409	0.13418007	-0.2644097	-0.8379079	21.0	0.0	-0.024925755	-0.024925755	-0.024925755	-0.024925755	1008	18144
21.535344123840332	18	-0.60538405	0.13080229	-0.35486814	-1.0487902	21.0	0.0	-0.028827814	-0.028827814	-0.028827814	-0.028827814	1008	19152
22.191163063049316	19	-0.58003217	0.11696571	-0.3784819	-0.8833245	21.0	0.0	-0.02762058	-0.02762058	-0.02762058	-0.02762058	1008	20160
22.86970806121826	20	-0.58542985	0.12189867	-0.29692087	-0.7854493	21.0	0.0	-0.027877612	-0.027877612	-0.027877612	-0.027877612	1008	21168
23.611259937286377	21	-0.63015383	0.12659201	-0.4263031	-0.93233687	21.0	0.0	-0.030007325	-0.030007325	-0.030007325	-0.030007325	1008	22176
24.385420083999634	22	-0.5807644	0.13802165	-0.35186502	-0.9802573	21.0	0.0	-0.027655449	-0.027655449	-0.027655449	-0.027655449	1008	23184
25.11444401741028	23	-0.5734543	0.11592614	-0.3265345	-0.8369138	21.0	0.0	-0.027307345	-0.027307345	-0.027307345	-0.027307345	1008	24192
25.830250024795532	24	-0.5680998	0.12921253	-0.24567294	-0.93187064	21.0	0.0	-0.02705237	-0.02705237	-0.02705237	-0.02705237	1008	25200
26.50335192680359	25	-0.585221	0.14420795	-0.330865	-0.90612555	21.0	0.0	-0.027867666	-0.027867666	-0.027867666	-0.027867666	1008	26208
27.26949906349182	26	-0.5464784	0.12149789	-0.30028632	-0.925556	21.0	0.0	-0.02602278	-0.02602278	-0.02602278	-0.02602278	1008	27216
27.895515203475952	27	-0.55666566	0.12340094	-0.30115828	-0.78923744	21.0	0.0	-0.026507888	-0.026507888	-0.026507888	-0.026507888	1008	28224
28.51680898666382	28	-0.55264	0.10873375	-0.2784225	-0.7809874	21.0	0.0	-0.026316192	-0.026316192	-0.026316192	-0.026316192	1008	29232
29.142054796218872	29	-0.5333768	0.10039318	-0.29886013	-0.77020645	21.0	0.0	-0.025398893	-0.025398893	-0.025398893	-0.025398893	1008	30240
29.77370595932007	30	-0.5175271	0.10353548	-0.33629435	-0.7373608	21.0	0.0	-0.024644148	-0.024644148	-0.024644148	-0.024644148	1008	31248
30.39685297012329	31	-0.4967309	0.08940765	-0.27227873	-0.68522835	21.0	0.0	-0.023653852	-0.023653852	-0.023653852	-0.023653852	1008	32256
31.006109952926636	32	-0.47471437	0.10416522	-0.29240936	-0.798394	21.0	0.0	-0.022605443	-0.022605443	-0.022605443	-0.022605443	1008	33264
31.708137035369873	33	-0.464468	0.10202682	-0.30302823	-0.6756642	21.0	0.0	-0.022117523	-0.022117523	-0.022117523	-0.022117523	1008	34272
32.379968881607056	34	-0.4886653	0.09057058	-0.2873538	-0.72975874	21.0	0.0	-0.023269776	-0.023269776	-0.023269776	-0.023269776	1008	35280
33.00892210006714	35	-0.48180214	0.08921661	-0.2582339	-0.65610135	21.0	0.0	-0.022942958	-0.022942958	-0.022942958	-0.022942958	1008	36288
33.69934105873108	36	-0.44482604	0.074904025	-0.3175929	-0.60889256	21.0	0.0	-0.021182192	-0.021182192	-0.021182192	-0.021182192	1008	37296
34.57508993148804	37	-0.45643568	0.084798075	-0.28903556	-0.65587485	21.0	0.0	-0.021735033	-0.021735033	-0.021735033	-0.021735033	1008	38304
35.2786660194397	38	-0.47124633	0.0924767	-0.25337574	-0.75445443	21.0	0.0	-0.022440301	-0.022440301	-0.022440301	-0.022440301	1008	39312
35.95923614501953	39	-0.4565213	0.08861987	-0.29423085	-0.68030113	21.0	0.0	-0.021739112	-0.021739112	-0.021739112	-0.021739112	1008	40320
36.64658308029175	40	-0.44971618	0.07556816	-0.3203935	-0.7569104	21.0	0.0	-0.021415053	-0.021415053	-0.021415053	-0.021415053	1008	41328
37.3491849899292	41	-0.4510851	0.08440916	-0.30710036	-0.63380736	21.0	0.0	-0.021480242	-0.021480242	-0.021480242	-0.021480242	1008	42336
38.0126531124115	42	-0.46927795	0.08858992	-0.27401218	-0.7468154	21.0	0.0	-0.02234657	-0.02234657	-0.02234657	-0.02234657	1008	43344
38.70522594451904	43	-0.44422904	0.08610186	-0.31163275	-0.68286616	21.0	0.0	-0.021153767	-0.021153767	-0.021153767	-0.021153767	1008	44352
39.38391184806824	44	-0.47361615	0.07223195	-0.33960232	-0.62126523	21.0	0.0	-0.022553151	-0.022553151	-0.022553151	-0.022553151	1008	45360
40.129323959350586	45	-0.44455147	0.08023961	-0.28038543	-0.6529573	21.0	0.0	-0.021169117	-0.021169117	-0.021169117	-0.021169117	1008	46368
40.76469397544861	46	-0.45275393	0.08962093	-0.27770922	-0.67713356	21.0	0.0	-0.021559712	-0.021559712	-0.021559712	-0.021559712	1008	47376
41.386555194854736	47	-0.48207954	0.1081368	-0.2496675	-0.7036231	21.0	0.0	-0.02295617	-0.02295617	-0.02295617	-0.02295617	1008	48384
42.01984786987305	48	-0.44489813	0.0950352	-0.29861984	-0.68904245	21.0	0.0	-0.021185625	-0.021185625	-0.021185625	-0.021185625	1008	49392
42.644797801971436	49	-0.46457028	0.07715962	-0.3134995	-0.6718281	21.0	0.0	-0.022122394	-0.022122394	-0.022122394	-0.022122394	1008	50400
43.28306984901428	50	-0.43580866	0.07519229	-0.2763369	-0.638757	21.0	0.0	-0.020752793	-0.020752793	-0.020752793	-0.020752793	1008	51408
44.0396249294281	51	-0.4493452	0.0649716	-0.334522	-0.5795591	21.0	0.0	-0.021397391	-0.021397391	-0.021397391	-0.021397391	1008	52416
44.77778601646423	52	-0.45535067	0.070364706	-0.33309016	-0.64328766	21.0	0.0	-0.021683365	-0.021683365	-0.021683365	-0.021683365	1008	53424
45.42691206932068	53	-0.448462	0.07813643	-0.3200724	-0.65628976	21.0	0.0	-0.021355335	-0.021355335	-0.021355335	-0.021355335	1008	54432
46.08735513687134	54	-0.43193424	0.0740832	-0.29732287	-0.62930244	21.0	0.0	-0.020568298	-0.020568298	-0.020568298	-0.020568298	1008	55440
46.728691816329956	55	-0.42455646	0.07301716	-0.27930957	-0.6730757	21.0	0.0	-0.020216972	-0.020216972	-0.020216972	-0.020216972	1008	56448
47.35796308517456	56	-0.4400971	0.07477209	-0.23824635	-0.5994508	21.0	0.0	-0.020957004	-0.020957004	-0.020957004	-0.020957004	1008	57456
47.99644112586975	57	-0.43279973	0.070872255	-0.32003117	-0.64225316	21.0	0.0	-0.020609511	-0.020609511	-0.020609511	-0.020609511	1008	58464
48.803746938705444	58	-0.42219552	0.065420136	-0.25930083	-0.6090817	21.0	0.0	-0.020104548	-0.020104548	-0.020104548	-0.020104548	1008	59472
